0.636332532346165 0.1 0
0.5090621403912543 0.1 1
0.5061852704257768 0.1 2
0.5030207134637514 0.1 3
0.5015822784810127 0.1 4
0.636332532346165 0.2 0
0.5090621403912543 0.2 1
0.5061852704257768 0.2 2
0.5031645569620253 0.2 3
0.5015822784810127 0.2 4
0.636332532346165 0.30000000000000004 0
0.5090621403912543 0.30000000000000004 1
0.5061852704257768 0.30000000000000004 2
0.5030207134637514 0.30000000000000004 3
0.5015822784810127 0.30000000000000004 4
0.636332532346165 0.4 0
0.5090621403912543 0.4 1
0.5061852704257768 0.4 2
0.5031645569620253 0.4 3
0.5015822784810127 0.4 4
0.636332532346165 0.5 0
0.5090621403912543 0.5 1
0.5061852704257768 0.5 2
0.5031645569620253 0.5 3
0.5015822784810127 0.5 4
0.636332532346165 0.6 0
0.5090621403912543 0.6 1
0.5061852704257768 0.6 2
0.5031645569620253 0.6 3
0.5015822784810127 0.6 4
0.636332532346165 0.7000000000000001 0
0.5090621403912543 0.7000000000000001 1
0.5061852704257768 0.7000000000000001 2
0.5031645569620253 0.7000000000000001 3
0.5015822784810127 0.7000000000000001 4
0.636332532346165 0.8 0
0.5090621403912543 0.8 1
0.5061852704257768 0.8 2
0.5031645569620253 0.8 3
0.5015822784810127 0.8 4
0.636332532346165 0.9 0
0.5090621403912543 0.9 1
0.5061852704257768 0.9 2
0.5031645569620253 0.9 3
0.5015822784810127 0.9 4
