0 0.5502199413489736
1 0.5502199413489736
2 0.5502199413489736
3 0.5502199413489736
4 0.937866568914956
5 0.5502199413489736
6 0.9646260997067448
7 0.5502199413489736
8 0.9840542521994134
9 0.5502199413489736
10 0.9791055718475073
11 0.9869868035190615
12 0.9840542521994134
13 0.9875366568914956
14 0.9384164222873901
15 0.9660923753665689
16 0.8049853372434017
17 0.9015762463343109
18 0.4497800586510264
19 0.4497800586510264
0 0.5562683284457478
1 0.5562683284457478
2 0.5562683284457478
3 0.5559017595307918
4 0.5494868035190615
5 0.5562683284457478
6 0.9501466275659824
7 0.5562683284457478
8 0.9420821114369502
9 0.9728739002932552
10 0.9721407624633431
11 0.9747067448680352
12 0.9653592375366569
13 0.9657258064516129
14 0.9745234604105572
15 0.8968108504398827
16 0.5166788856304986
17 0.4477639296187683
18 0.4437316715542522
19 0.4437316715542522
