0 0.5562683284457478
1 0.5656158357771262
2 0.688233137829912
3 0.9409824046920822
4 0.9668255131964809
5 0.9660923753665689
6 0.9644428152492669
7 0.9640762463343109
8 0.9648093841642229
9 0.9644428152492669
10 0.9649926686217009
11 0.966275659824047
12 0.967375366568915
13 0.968841642228739
14 0.9714076246334311
15 0.9730571847507331
16 0.9715909090909091
17 0.9587609970674487
18 0.6019061583577713
19 0.4462976539589443
0 0.5474706744868035
1 0.5584677419354839
2 0.6862170087976539
3 0.9450146627565983
4 0.9714076246334311
5 0.9719574780058651
6 0.969208211143695
7 0.968841642228739
8 0.969758064516129
9 0.969574780058651
10 0.9699413489736071
11 0.970491202346041
12 0.9723240469208211
13 0.9734237536656891
14 0.9752565982404692
15 0.9780058651026393
16 0.9758064516129032
17 0.9624266862170088
18 0.6129032258064516
19 0.4543621700879765
0 0.5595674486803519
1 0.5703812316715543
2 0.6984970674486803
3 0.9411656891495601
4 0.967008797653959
5 0.9649926686217009
6 0.9638929618768328
7 0.9637096774193549
8 0.9635263929618768
9 0.9642595307917888
10 0.9651759530791789
11 0.9664589442815249
12 0.968108504398827
13 0.9699413489736071
14 0.9728739002932552
15 0.9730571847507331
16 0.969208211143695
17 0.9585777126099707
18 0.5998900293255132
19 0.44281524926686217
0 0.5516862170087976
1 0.562133431085044
2 0.6922653958944281
3 0.9400659824046921
4 0.966642228739003
5 0.968658357771261
6 0.967375366568915
7 0.9671920821114369
8 0.967741935483871
9 0.9675586510263929
10 0.968108504398827
11 0.9671920821114369
12 0.967925219941349
13 0.968291788856305
14 0.9717741935483871
15 0.9737903225806451
16 0.9721407624633431
17 0.9594941348973607
18 0.6119868035190615
19 0.44923020527859236
