0 0.5421554252199413
1 0.5733137829912024
2 0.8255131964809385
3 0.8018695014662757
4 0.907258064516129
5 0.9552785923753666
6 0.968108504398827
7 0.9622434017595308
8 0.968475073313783
9 0.966275659824047
10 0.969758064516129
11 0.967741935483871
12 0.9668255131964809
13 0.9637096774193549
14 0.9583944281524927
15 0.9455645161290323
16 0.9239369501466276
17 0.874633431085044
18 0.6550586510263929
19 0.45894428152492667
0 0.5511363636363636
1 0.7945381231671554
2 0.8669354838709677
3 0.7963709677419355
4 0.8896627565982405
5 0.9532624633431085
6 0.9556451612903226
7 0.9613269794721407
8 0.9671920821114369
9 0.968291788856305
10 0.969574780058651
11 0.968291788856305
12 0.9587609970674487
13 0.9637096774193549
14 0.9343841642228738
15 0.9497800586510264
16 0.9279692082111437
17 0.8894794721407625
18 0.6983137829912024
19 0.4499633431085044
