0 0.5485703812316716
1 0.8473240469208211
2 0.5579178885630498
3 0.967008797653959
4 0.9739736070381232
5 0.7771260997067448
6 0.9494134897360704
7 0.9561950146627566
8 0.9166055718475073
9 0.9578445747800587
10 0.9428152492668622
11 0.9860703812316716
12 0.9858870967741935
13 0.9583944281524927
14 0.9745234604105572
15 0.9569281524926686
16 0.8687683284457478
17 0.9424486803519062
18 0.6433284457478006
19 0.4527126099706745
0 0.5487536656891495
1 0.5784457478005866
2 0.6732038123167156
3 0.7998533724340176
4 0.8955278592375366
5 0.7774926686217009
6 0.844208211143695
7 0.9831378299120235
8 0.9615102639296188
9 0.9600439882697948
10 0.9459310850439883
11 0.9523460410557185
12 0.9470307917888563
13 0.9717741935483871
14 0.969208211143695
15 0.9572947214076246
16 0.8709677419354839
17 0.8663856304985337
18 0.6403958944281525
19 0.45179618768328444
