0 0.5570014662756598
1 0.5575513196480938
2 0.9028592375366569
3 0.9164222873900293
4 0.9208211143695014
5 0.9272360703812317
6 0.9303519061583577
7 0.9362170087976539
8 0.9411656891495601
9 0.9486803519061584
10 0.9473973607038123
11 0.9558284457478006
12 0.9627932551319648
13 0.967925219941349
14 0.9699413489736071
15 0.9532624633431085
16 0.9004765395894428
17 0.7895894428152492
18 0.49505131964809385
19 0.44299853372434017
0 0.5533357771260997
1 0.5537023460410557
2 0.9032258064516129
3 0.9162390029325513
4 0.9215542521994134
5 0.9309017595307918
6 0.9343841642228738
7 0.9413489736070382
8 0.9442815249266863
9 0.9527126099706745
10 0.9527126099706745
11 0.9589442815249267
12 0.9649926686217009
13 0.9728739002932552
14 0.9767228739002932
15 0.9594941348973607
16 0.906891495601173
17 0.7952712609970675
18 0.499633431085044
19 0.4466642228739003
